PMID	Year	Title	MeshTerm
25683114	2015	Reply: To PMID 25683114.	Biomarkers, Tumor,Colorectal Neoplasms,Female,Genetic Loci,Humans,Male,Models, Genetic,Models, Statistical,Polymorphism, Single Nucleotide
26163812	2015	Reply: To PMID 26163812.	Early Detection of Cancer,Forecasting,Humans,Male,Prostate-Specific Antigen,Prostatectomy,Prostatic Neoplasms
26188121	2015	Reply: To PMID 26188121.	Carcinoma, Squamous Cell,Disease Management,Humans,Male,Penile Neoplasms
23463378	2013	Reply: To PMID 22806323.	Antiviral Agents,Carcinoma, Hepatocellular,Hepatitis B,Humans,Interferon-alpha,Liver Neoplasms
23539401	2013	Reply: To PMID 23256122.	Colonography, Computed Tomographic,Colonoscopy,Colorectal Neoplasms,Humans
23436880	2013	Reply: To PMID 22623539.	Humans,Magnetic Resonance Imaging,Male,Neovascularization, Pathologic,Prostatic Neoplasms
23154305	2013	Reply: To PMID 22922212.	Female,Heart Neoplasms,Humans,Myxoma,Thrombolytic Therapy
23551444	2013	Reply: To PMID 23145474.	Humans,Laser Coagulation,Male,Prostatic Hyperplasia,Transurethral Resection of Prostate
23551448	2013	Reply: To PMID 23106771.	Cystectomy,Cystoscopy,Female,Humans,Male,Neoplasm Recurrence, Local,Urinary Bladder,Urinary Bladder Neoplasms
23551450	2013	Reply: To PMID 22984785.	Biopsy,Humans,Male,Prostate,Prostate-Specific Antigen,Prostatic Neoplasms
23551452	2013	Reply: To PMID 23551452.	Humans,Male,Neoplasm Recurrence, Local,Prostatectomy,Prostatic Neoplasms
23552360	2013	Author reply: To PMID 23208166.	Blood Glucose,Female,Humans,Insulin,Insulinoma,Male,Pancreatic Neoplasms
24275279	2014	Reply: To PMID 24275278.	Carcinoma, Renal Cell,Endoscopy,Female,Humans,Kidney Neoplasms,Male,Nephrectomy,Robotics
24269563	2014	Reply: To PMID 23732774.	Drainage,Endoscopy, Digestive System,Humans,Pancreatic Pseudocyst,Stomach
24295245	2013	Reply: To PMID 24295245.	Female,Humans,Kidney Neoplasms,Male,Nephrectomy,Practice Guidelines as Topic
24296210	2013	Reply: To PMID 23295043.	Blood Loss, Surgical,Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Male,Pneumonectomy,Thoracic Surgery, Video-Assisted
24298565	2013	Reply: To PMID 17934252.	Appendiceal Neoplasms,Carcinoma,Consensus,Goblet Cells,Guidelines as Topic,Humans
24298561	2013	Reply: To PMID 24298561.	Appendiceal Neoplasms,Carcinoma,Consensus,Goblet Cells,Guidelines as Topic,Humans
23524279	2013	Reply: To PMID 23142205.	Colonoscopy,Colorectal Neoplasms,Female,Gastroenterology,Humans,Male,Mass Screening,Nurse Practitioners
23608665	2013	Reply: To PMID 23608665.	Carcinoma, Renal Cell,Humans,Kidney Neoplasms,Laparoscopy,Nephrectomy
23617527	2013	Reply: To PMID 22997389.	Biopsy, Large-Core Needle,Breast Neoplasms,Carcinoma, Lobular,Female,Humans
23617529	2013	Reply: To PMID 22733932.	Carcinoma, Bronchogenic,Carcinoma, Non-Small-Cell Lung,Humans,Lung Neoplasms,Lymph Nodes
23620333	2013	Reply: To PMID 23269717.	Elasticity Imaging Techniques,Female,Humans,Liver Neoplasms,Male
23660421	2013	Reply: To PMID 23220165.	Antineoplastic Agents,Colorectal Neoplasms,Diphosphonates,Female,Humans,Male
23743637	2013	Reply: To PMID 22366905.	Brachytherapy,Female,Humans,Male,Melanoma,Radiation Injuries,Uveal Neoplasms,Vitreous Hemorrhage
23703642	2013	Reply: To PMID 21725989.	Animals,Carcinoma, Hepatocellular,Fatty Liver,Growth Hormone,Liver Neoplasms,Male,Receptors, Glucocorticoid,STAT5 Transcription Factor
25725440	2015	Reply: To PMID 25041865.	Colonoscopy,Colorectal Neoplasms,Female,Humans,Inflammatory Bowel Diseases,Male
25979519	2015	Reply: To PMID 25117799.	Anti-HIV Agents,CD4-Positive T-Lymphocytes,HIV Infections,HIV-1,Humans,Leukemia, Myeloid, Acute,Virus Latency
26563694	2015	Author reply: To PMID 25644364.	Abdominal Pain,Anemia, Iron-Deficiency,Colonic Polyps,Colonoscopy,Colorectal Neoplasms,Female,Gastrointestinal Hemorrhage,Humans,Inflammatory Bowel Diseases,Triage
24347499	2014	Reply: To PMID 24002804.	Antibodies, Monoclonal, Murine-Derived,Antineoplastic Agents,Antineoplastic Combined Chemotherapy Protocols,Female,Hepatitis B,Humans,Lymphoma, Follicular,Lymphoma, Large B-Cell, Diffuse,Male
24315301	2014	Reply: To PMID 24315301.	Humans,Male,Prostatic Neoplasms,Transurethral Resection of Prostate,Urinary Bladder Neck Obstruction
24321484	2014	Reply: To PMID 24321482.	Ablation Techniques,Carcinoma, Renal Cell,Female,Humans,Kidney Neoplasms,Male,Microwaves
24334818	2013	Reply: To PMID 23948802.	Ependymoma,Female,Humans,Supratentorial Neoplasms
25274159	2015	Reply: To PMID 25274159.	Biomarkers, Tumor,Carcinoma, Hepatocellular,Female,Humans,Liver Neoplasms,Male,Sex-Determining Region Y Protein
24114720	2014	Reply: To PMID 23316013.	Carcinoma, Hepatocellular,Chemoembolization, Therapeutic,Female,Humans,Liver Neoplasms,Male
24122900	2014	Reply: To PMID 23213040.	Carcinoma, Hepatocellular,Female,Guanine,Hepatitis B, Chronic,Humans,Liver Neoplasms,Male
24127354	2014	Author reply: To PMID 23666793.	Antifungal Agents,Blepharoptosis,Female,Humans,Myasthenia Gravis,Ophthalmoplegia,Pyrimidines,Triazoles
23490543	2013	Reply: To PMID 23490543.	Breast Neoplasms,Carcinoma, Ductal, Breast,Female,Humans,Mastectomy, Simple
24139359	2013	Reply: To PMID 24063937.	Humans,Laparoscopy,Male,Obesity, Abdominal,Operative Time,Prostatectomy,Prostatic Neoplasms
24139340	2013	Reply: To PMID 24139340.	Humans,Male,Prostatic Neoplasms
24857276	2014	Reply: To PMID 24857276.	Female,Humans,Kidney Neoplasms,Laparoscopy,Male,Nephrectomy,Video-Assisted Surgery,Wilms Tumor
24862392	2014	Reply: To PMID 24862392.	Carcinoma, Renal Cell,Female,Humans,Kidney Neoplasms,Laparoscopy,Male,Nephrectomy
24862395	2014	Reply: To PMID 24862395.	Humans,Male,Neoplasm Recurrence, Local,Prostate-Specific Antigen,Prostatic Neoplasms
24866428	2014	Reply: To PMID 24047059.	Colonoscopy,Colorectal Neoplasms,Early Detection of Cancer,Female,Humans,Male,Sigmoidoscopy
24762523	2014	Author's reply: To PMID 23771365.	Female,Humans,Male,Thymoma,Thymus Neoplasms
24882320	2014	Reply: To PMID 23545194.	Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Male
24882321	2014	Reply: To PMID 23866797.	Carcinoma, Squamous Cell,Esophageal Neoplasms,Esophagectomy,Female,Humans,Lymph Nodes,Male
22707340	2013	Reply: To PMID 21674557.	Carcinoma, Hepatocellular,Fibroblasts,Humans,Liver Neoplasms,Lysophospholipids,Myofibroblasts
25338667	2015	Reply: To PMID 25338667.	Anti-N-Methyl-D-Aspartate Receptor Encephalitis,Humans,Male,Mental Disorders
24715615	2015	Reply: To PMID 24715615.	Carcinoma, Hepatocellular,Feeding Behavior,Female,Humans,Liver Diseases,Liver Neoplasms,Male,Nutrition Surveys
24925834	2014	Reply: To PMID 24925831.	Humans,Male,Patient Selection,Prostate-Specific Antigen,Prostatic Neoplasms,Watchful Waiting
23212698	2013	Reply: To PMID 22638674.	Endometrial Neoplasms,Female,Humans,Hysterectomy,Postoperative Complications,Preoperative Care
23521488	2013	Reply: To PMID 22733923.	Breast Neoplasms,Female,Humans,Incidental Findings,Magnetic Resonance Imaging,Mass Screening,Pleural Effusion
23522222	2013	Reply: To PMID 22440367.	Anastomosis, Surgical,Esophageal Neoplasms,Esophagectomy,Esophagus,Female,Humans,Hypopharyngeal Neoplasms,Jejunostomy,Jejunum,Male,Pharyngeal Neoplasms,Pharyngostomy,Pyriform Sinus
23522999	2013	Reply: To PMID 23522996.	Carcinoma, Renal Cell,Humans,Kidney Neoplasms,Nephrectomy,Renal Veins
24439083	2014	Reply: To PMID 23910691.	Bone Diseases, Metabolic,Bone and Bones,Cytokines,Humans,Mastocytosis, Systemic,Osteoporosis
24440071	2014	Reply: To PMID 23890842.	Cholangiocarcinoma,Humans,Liver Neoplasms
24440073	2014	Reply: To PMID 23816382.	Celiac Artery,Female,Humans,Mesenteric Artery, Superior,Pancreatic Neoplasms,Pancreaticoduodenectomy,Portal Vein,Splenorenal Shunt, Surgical
24442606	2014	Reply: To PMID 24242357.	Adverse Drug Reaction Reporting Systems,Antibodies, Monoclonal, Humanized,Female,Humans,Leukoencephalopathy, Progressive Multifocal,Male,Multiple Sclerosis,Withholding Treatment
23791288	2013	Reply: To PMID 23266421.	Breast Neoplasms,Female,Humans,Lymph Node Excision,Lymphedema,Postoperative Complications,Sentinel Lymph Node Biopsy
23791293	2013	Reply: To PMID 23211118.	Breast Neoplasms,Female,Humans,Mammaplasty,Outcome and Process Assessment (Health Care),Surgical Flaps
23219067	2013	Reply: To PMID 23219067.	Astrocytoma,Biomarkers, Tumor,Female,Humans,Isocitrate Dehydrogenase,Male,Neoplasm Proteins,Oncogene Proteins, Fusion,Retinal Neoplasms
23796645	2013	Reply: To PMID 23583213.	Female,Humans,Laparoscopy,Neoplasm Staging,Ovarian Neoplasms,Ovary
23810348	2013	Reply: To PMID 23415805.	Adenocarcinoma,Adenoma,Colonography, Computed Tomographic,Colorectal Neoplasms,Female,Humans,Magnetic Resonance Imaging,Male
23816105	2013	Reply: To PMID 22186468.	Female,Humans,Myasthenia Gravis,Sternotomy,Thoracoscopes,Thymectomy
23816103	2013	Reply: To PMID 23176919.	Biopsy, Fine-Needle,Bronchoscopy,Endosonography,Female,Gene Expression Regulation, Neoplastic,Humans,Lung Neoplasms,Lymph Nodes,Male,RNA, Messenger
23910129	2013	Reply: To PMID 22721598.	Adenocarcinoma,Colorectal Neoplasms,Female,Humans,Lung Neoplasms,Lymph Node Excision,Male,Pneumonectomy
23910136	2013	Reply: To PMID 22621876.	Esophageal Neoplasms,Female,Humans,Lymph Nodes,Male
23518354	2013	Reply: To PMID 23370468.	Female,Humans,Jugular Veins,Male,Multiple Sclerosis,Ultrasonography,Venous Insufficiency
25474251	2015	Reply: To PMID 25474251.	Colorectal Neoplasms,Female,Humans,Irritable Bowel Syndrome,Male
26142590	2015	Reply: To PMID 26142590.	Carcinoma, Transitional Cell,Cystectomy,Female,Humans,Male,Pelvis,Postoperative Complications,Urinary Bladder Neoplasms,Urinary Diversion
24147508	2013	Reply: To PMID 23255735.	Bone Neoplasms,Humans,Radiography
24149110	2013	Reply: To PMID 24149108.	Humans,Male,Prostate-Specific Antigen,Prostatic Neoplasms
23355498	2013	Author reply: To PMID 23355498.	Alcohol Drinking,Carcinoma, Hepatocellular,Female,Humans,Liver Neoplasms,Male,Obesity
23255777	2013	Reply: To PMID 22623580.	Biopsy,Breast Neoplasms,Female,Humans,Magnetic Resonance Imaging,Ultrasonography, Interventional,Ultrasonography, Mammary
23255779	2013	Reply: To PMID 22528916.	Breast Neoplasms,Female,Humans,Mammography,Mass Screening
23394915	2013	Reply: To PMID 22552002.	Abdominal Neoplasms,DNA Mismatch Repair,Female,Humans,Male,Neoplasms, Multiple Primary,Sebaceous Gland Neoplasms,Viscera
25260447	2014	Reply: To PMID 25260447.	Female,Humans,Kidney Neoplasms,Male,Nephrectomy,Nephrons,Organ Sparing Treatments
25282237	2014	Reply: To PMID 24565405.	Cardiovascular Diseases,Female,Humans,Lung Neoplasms,Male,Pneumonectomy
25282240	2014	Reply: To PMID 24820385.	Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Male,Metastasectomy,Neoplasms, Multiple Primary,Pneumonectomy
25282241	2014	Reply: To PMID 24266949.	Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Lymph Nodes,Male
25283702	2014	Reply: To PMID 25283701.	African Americans,Humans,Male,Prostate-Specific Antigen,Prostatic Neoplasms,Watchful Waiting
25048976	2015	Reply: To PMID 21858175.	Bile,Bile Duct Neoplasms,Bile Ducts, Intrahepatic,Biliary Tract Neoplasms,Cholangiocarcinoma,Female,Humans,Male,MicroRNAs,Reverse Transcriptase Polymerase Chain Reaction,Transcriptome
25051058	2014	Reply: To PMID 25051058.	Capsule Endoscopy,Colonic Neoplasms,Diagnostic Errors,Female,Humans,Male,Mass Screening,Outpatients,Practice Guidelines as Topic
25065988	2014	Reply: To PMID 25065987.	Female,Humans,Male,Neoadjuvant Therapy,Urinary Bladder Neoplasms
25075945	2014	Reply: To PMID 25075945.	Colonoscopy,Colorectal Neoplasms,Early Detection of Cancer,Epidemiological Monitoring,Female,Humans,Male
24355269	2014	Reply: To PMID 23317980.	Gastrointestinal Diseases,Gastrointestinal Neoplasms,Humans,Skin Diseases, Genetic
23673354	2014	Reply: To PMID 23673354.	Adenocarcinoma,Barrett Esophagus,Esophageal Neoplasms,Female,Humans,Male
24700196	2014	Reply: To PMID 23564522.	Antiviral Agents,Carcinoma, Hepatocellular,Female,Hepatitis C, Chronic,Humans,Interferons,Liver Neoplasms,Male,alpha-Fetoproteins
25894970	2015	Reply: To PMID 25631192.	Female,Genetic Predisposition to Disease,Genetic Variation,Humans,Male,Melanoma,Parkinson Disease,Receptor, Melanocortin, Type 1
23021130	2013	Reply: To PMID 22546083.	Adenocarcinoma,Endometrial Neoplasms,Female,Humans,Lymph Node Excision
23953160	2013	Reply: To PMID 23219068.	Choroid Neoplasms,Ciliary Body,Female,Humans,Male,Melanoma,Nevus of Ota,Skin Neoplasms,Ultrasonography,Uveal Neoplasms
23791447	2013	Author's reply: To PMID 23159593.	DNA Mutational Analysis,Female,Humans,Male,Melanoma,Proto-Oncogene Proteins B-raf,Skin Neoplasms
23917249	2013	Reply: To PMID 23429444.	Adenoma,Colitis, Ulcerative,Colonoscopy,Colorectal Neoplasms,Crohn Disease,Female,Humans,Male,Patient Compliance
22576353	2014	Reply: To PMID 22576353.	Carcinoma, Hepatocellular,Hepatectomy,Humans,Liver Neoplasms,Male
23706050	2013	Reply: To PMID 23157182.	Cerebellar Neoplasms,Cerebellum,Female,Fourth Ventricle,Humans,Male,Medulloblastoma
25086192	2015	Reply: To PMID 24315881.	Adenoma,Colonic Neoplasms,Endoscopy,Female,Humans,Male
25892027	2015	Reply: To PMID 25892027.	Humans,Kidney Neoplasms,Laparoscopy,Nephrectomy,Robotic Surgical Procedures
24789306	2014	Reply: To PMID 23456790.	Female,Humans,Ovarian Neoplasms,Ovary,Postmenopause,Ultrasonography
24798944	2015	Reply: To PMID 24677197.	Animals,Carcinoma, Hepatocellular,Disease Progression,ErbB Receptors,Humans,Liver Cirrhosis,Liver Neoplasms,Male,Quinazolines
23803760	2014	Reply: To PMID 23803760.	Animals,Cellular Senescence,Deoxycholic Acid,Gastrointestinal Tract,Hepatic Stellate Cells,Humans,Liver Neoplasms,Male,Obesity
24468513	2014	Reply: To PMID 24468513.	Female,Fluorodeoxyglucose F18,Humans,Male,Multimodal Imaging,Positron-Emission Tomography,Radiopharmaceuticals,Tomography, X-Ray Computed,Urinary Bladder Neoplasms
24468517	2014	Reply: To PMID 24468517.	Carcinoma, Renal Cell,Computer Simulation,Female,Humans,Imaging, Three-Dimensional,Kidney,Kidney Neoplasms,Male,Nephrectomy,Surgery, Computer-Assisted
24481865	2014	Reply: To PMID 23907778.	Carcinoma, Hepatocellular,Female,Humans,Liver Neoplasms,Liver Transplantation,Male
24485359	2014	Reply: To PMID 24485359.	Cystectomy,Humans,Male,Urinary Bladder Neoplasms,Urinary Diversion
24493555	2014	Reply: To PMID 24006277.	Brain,Disabled Persons,Disease Progression,Humans,Multiple Sclerosis, Relapsing-Remitting
26282019	2015	Reply: To PMID 26123517.	Biopsy,Humans,Male,Managed Care Programs,Mass Screening,Prostatic Neoplasms,Urologic Surgical Procedures
23270867	2013	Reply: To PMID 22902777.	Female,Humans,Male,Multiple Endocrine Neoplasia Type 1,Zollinger-Ellison Syndrome
23325607	2013	Reply: To PMID 22135104.	Colorectal Neoplasms,Diabetes Mellitus, Type 2,Female,Humans,Liver Neoplasms,Male,Thiazolidinediones
23336906	2013	Reply: To PMID 22483652.	Female,Humans,Lung Neoplasms,Male,Pneumonectomy,Precancerous Conditions,Solitary Pulmonary Nodule,Thoracic Surgery, Video-Assisted
25644074	2015	Reply: To PMID 25212123.	Carcinoma, Hepatocellular,Humans,Hypertension, Portal,Liver Neoplasms
25605688	2015	Reply: To PMID 25284802.	Carcinoma, Hepatocellular,Catheter Ablation,Cryosurgery,Female,Humans,Liver Neoplasms,Male
25733270	2015	Reply: To PMID 25733270.	Female,Humans,Kidney Neoplasms,Male,Nephrectomy,Robotic Surgical Procedures
25733275	2015	Reply: To PMID 25733275.	Humans,Male,Prostatectomy,Prostatic Neoplasms
25588546	2015	Author's reply: To PMID 25131779.	Breast Neoplasms,Developing Countries,Female,Humans
25742854	2015	Reply: To PMID 24929895.	Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Male
23272880	2013	Reply: To PMID 21704299.	Carcinoid Tumor,Female,Humans,Lung Neoplasms,Male,Pneumonectomy
24380230	2014	Author's reply: To PMID 24046996.	Female,Humans,Lung Neoplasms,Male,Smoking
24381997	2014	Reply: To PMID 23590275.	Asbestos,Asbestosis,Humans,Lung Neoplasms,Male,Smoking
24384206	2014	Reply: To PMID 23021303.	Carcinoma, Non-Small-Cell Lung,Fas Ligand Protein,Humans,Lung Neoplasms
24384208	2014	Reply: To PMID 23415237.	Adenocarcinoma,Blood Vessels,Embolism,Female,Humans,Lung Neoplasms,Lymphatic Vessels,Male,Neoplastic Cells, Circulating,Pneumonectomy
24384210	2014	Reply: To PMID 23545195.	Carcinoma, Non-Small-Cell Lung,Female,Humans,Lung Neoplasms,Male,Pneumonectomy
24397943	2014	Reply: To PMID 24397943.	Administration, Intravesical,Contrast Media,Ethiodized Oil,Humans,Radiotherapy, Image-Guided,Urinary Bladder Neoplasms
25725443	2015	Reply: To PMID 25083561.	Epidemiologic Methods,Female,Humans,Male,Peptic Ulcer,Stomach Neoplasms
26099870	2015	Reply: To PMID 26099870.	Humans,Kidney Neoplasms,Models, Anatomic,Nephrology,Printing, Three-Dimensional
24559961	2014	Reply: To PMID 23490541.	Anesthesia, Epidural,Anesthesia, General,Carcinoma, Hepatocellular,Clinical Protocols,Conscious Sedation,Contraindications,Female,Hepatectomy,Humans,Liver Neoplasms,Male
24559963	2014	Reply: To PMID 23664139.	Adenocarcinoma,Gastrectomy,Humans,Stomach Neoplasms
24576738	2014	Reply: To PMID 23891975.	Antibodies, Monoclonal,Azathioprine,Colitis, Ulcerative,Female,Humans,Immunosuppressive Agents,Lymphoma,Male,Mercaptopurine
25432829	2014	Reply: To PMID 25432829.	Cold Ischemia,Female,Glomerular Filtration Rate,Humans,Kidney Neoplasms,Male,Nephrectomy,Technetium Tc 99m Mertiatide,Warm Ischemia
25432832	2014	Reply: To PMID 25432832.	Biomarkers, Tumor,Humans,Male,Neoplasm Recurrence, Local,Prostate-Specific Antigen,Prostatectomy,Prostatic Neoplasms
25441294	2015	Reply: To PMID 24679845.	Antibodies, Anti-Idiotypic,Antibodies, Monoclonal, Humanized,Asthma,Female,Humans,Male,Skin Neoplasms
25441697	2014	Reply: To PMID 24461866.	Carotid Artery, External,Female,Hemangioma, Cavernous,Humans,Vascular Neoplasms
25441816	2014	Reply: To PMID 24650587.	Esophageal Neoplasms,Esophagectomy,Female,Humans,Laparoscopy,Male,Thoracoscopy
25443899	2014	Reply: To PMID 25443899.	Cystectomy,Female,Humans,Male,Urinary Bladder Neoplasms
25443902	2014	Reply: To PMID 25443902.	Humans,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Male,Prostate-Specific Antigen,Prostatic Neoplasms
25443907	2014	Reply: To PMID 25443907.	Anti-Inflammatory Agents, Non-Steroidal,Aspirin,Humans,Male,Prostatic Neoplasms
25443920	2014	Reply: To PMID 25443920.	Humans,Male,Neoplasm Recurrence, Local,Prostatic Neoplasms,Ultrasound, High-Intensity Focused, Transrectal
25443926	2014	Reply: To PMID 25443926.	Antigens, Neoplasm,Humans,Male,Prostatic Neoplasms,RNA, Messenger
25443926	2014	Reply: To PMID 25443926.	Antigens, Neoplasm,Humans,Male,Prostatic Neoplasms,RNA, Messenger
25444947	2014	Author reply: To PMID 24268855.	Axons,Female,Humans,Male,Multiple Sclerosis,Optic Neuritis,Retina,Retinal Ganglion Cells,Tomography, Optical Coherence
25450084	2014	Reply: To PMID 24786894.	Colon,Colonic Neoplasms,Colonic Polyps,Colonoscopy,Continental Population Groups,Ethnic Groups,Female,Humans,Male
25451663	2015	Reply: To PMID 24941021.	Colorectal Neoplasms, Hereditary Nonpolyposis,DNA Mismatch Repair,Female,Germ-Line Mutation,Humans,Male,Ribosomal Proteins
25451661	2015	Reply: To PMID 24837306.	Autoantibodies,Celiac Disease,Diet, Gluten-Free,Female,Humans,Male,Serologic Tests,Transglutaminases
25459464	2014	Author reply: To PMID 24411578.	Carcinoma in Situ,Carcinoma, Squamous Cell,Conjunctival Neoplasms,Corneal Diseases,Female,Humans,Interferon-alpha,Male,Neoplasm Recurrence, Local,Ophthalmologic Surgical Procedures
25461687	2015	Reply: To PMID 24590007.	Endometrial Ablation Techniques,Endometrial Neoplasms,Female,Humans,Menorrhagia,Uterine Neoplasms
22343504	2013	Reply: To PMID 22343504.	Acetates,Carbon,Humans,Magnetic Resonance Imaging,Male,Multimodal Imaging,Positron-Emission Tomography,Prostatic Neoplasms,Tomography, X-Ray Computed
